year.draft,player,weight.lbs
1969,George Buehler,260
1969,Mal Snider,251
1969,Al Jenkins,245
1969,Jon Kolb,262
1969,Elbert Drungo,265
1969,Gene Ferguson,300
1969,Halvor Hagen,245
1969,Dennis Nelson,260
1969,Mike Richey,263
1969,Bob Kuechenberg,253
1969,Mike Schnitker,245
1969,Jack Rudnay,240
1969,Ezell Jones,255
1969,Guy Dennis,255
1969,Bill Hayhoe,258
1969,Dick Enderle,250
1969,John Didion,245
1969,Wayne Mulligan,250
1969,Chuck Reynolds,240
1969,Steve Alexakos,250
1969,Rocky Rasley,250
1969,Frank Peters,250
1969,Jeff Van Note,247
1969,Gary Roberts,242
1969,Wade Key,245
1969,Carl Mauck,243
1969,Mike Wilson,245
1969,Roger Finnie,245
1969,Hank Autry,240
1968,Ron Yary,255
1968,Bob Johnson,262
1968,Russ Washington,289
1968,Mike Taylor,255
1968,Forrest Blue,261
1968,Mo Moorman,252
1968,George Daney,240
1968,John Williams,256
1968,Bill Lueck,250
1968,Doug Crusan,250
1968,Tom Funchess,265
1968,Rich Buzin,255
1968,Bill Lenkaitis,255
1968,Mike LaHood,250
1968,Lance Olssen,257
1968,Sam Walton,270
1968,Bob Vaughn,230
1968,Art Shell,265
1968,Dick Himes,244
1968,Wayne Mass,240
1968,Dave Middendorf,260
1968,Steve Duich,248
1968,Mark Nordquist,246
1968,Blaine Nye,251
1968,Howard Fest,262
1968,Willie Banks,250
1968,Jim Schmedding,250
1968,John Boynton,255
1968,Richard Swatland,245
1968,Bob Kalsu,235
1968,Bob Robertson,246
1968,Mike Evans,250
1968,Paul Feldhausen,260
1968,Rich Coady,245
1968,Vern Emerson,260
1968,Bob Wells,280
1968,John Frantz,230
1968,James Ferguson,240
1967,Bob Hyland,255
1967,Cas Banaszek,254
1967,Paul Seiler,258
1967,Gene Upshaw,255
1967,Tom Regner,235
1967,Norman Davis,245
1967,Mike Current,274
1967,George Goeddeke,253
1967,Harold Akin,260
1967,Rocky Freitas,270
1967,Del Williams,240
1967,Joe Taffoni,255
1967,Gary Bugenhagen,240
1967,Jay Bachman,250
1967,George Harvey,245
1967,Don Bandy,255
1967,Mike Haggerty,245
1967,Doug Kriewald,245
1967,Jeff Richardson,250
1967,John Demarie,246
1967,George Gaiser,255
1967,Rayfield Wright,255
1967,Mike Barnes,205
1967,Cornelius Johnson,245
1967,Ted Wheeler,245
1967,Jim Copeland,243
1967,Jack Pyburn,250
1967,Ed Marcontell,240
1967,Randy Rasmussen,255
1967,Bob Kruse,259
1967,Charlie Fowler,265
1967,Bill Stetz,250
1967,Bob Duncum,255
1967,Don Smith,240
1966,Tom Mack,250
1966,Randy Beisler,250
1966,John Niland,245
1966,Francis Peay,250
1966,Gale Gillingham,255
1966,Sam Ball,250
1966,Larry Gagner,240
1966,Tom Cichowski,250
1966,Jerry Jones,260
1966,Dick Tyson,245
1966,Pat Killorin,220
1966,Bob Pickens,258
1966,Randy Jackson,250
1966,Doug Van Horn,245
1966,Don Parker,258
1966,Steve Smith,250
1966,Doug Davis,255
1966,Wayne DeSutter,255
1966,Jim Battle,235
1966,Fred Hoaglin,250
1966,Charlie Harper,250
1966,Dick Cunningham,245
1966,Terry Owens,260
1966,Ralph Wenzel,250
1966,Bruce Van Dyke,255
1966,Randy Winkler,255
1966,Heath Wingate,240
1966,Jim Boudreaux,260
1966,Elmer Collett,244
1966,Dick Kasperek,225
1966,George Allen,270
1966,Karl Singer,250
1966,John Kelly,250
1965,Archie Sutton,262
1965,Joe Cerne,240
1965,Malcolm Walker,250
1965,Ray Rissmiller,250
1965,Bob Breitenstein,265
1965,Ralph Neely,265
1965,Glenn Ressler,250
1965,Bobby Maples,250
1965,Bob Svihus,245
1965,Dave McCormick,250
1965,Jim Harvey,255
1965,Frank Marchlewski,240
1965,Ed Flanagan,245
1965,Dick Koeper,260
1965,Glen Ray Hines,265
1965,Greg Kent,275
1965,Bob Kowalkowski,240
1965,Frank Roy,230
1965,Don Croftcheck,230
1965,Tom Neville,260
1965,Justin Canale,250
1965,Roy Schmidt,248
1965,Mike Alford,230
1965,Wallace Dickey,260
1965,Dave Hettema,250
1965,Robert Reed,250
1965,Mitch Johnson,251
1964,Bob Brown,280
1964,Herschel Turner,230
1964,Jon Morris,254
1964,Remi Prudhomme,250
1964,Roger Pillath,242
1964,Joe O'Donnell,262
1964,Jim Wilson,258
1964,Ray Kubala,265
1964,George Seals,260
1964,Don Shackelford,255
1964,Jim Snowden,255
1964,Ken Henson,260
1964,Tony DiMidio,250
1964,Steve Wright,250
1964,Ken Bowman,230
1964,Howard Mudd,254
1964,Len Hauss,235
1964,Jake Kupp,248
1964,Bob Nichols,250
1964,John McDowell,260
1964,John Farris,245
1964,Dick Leeuwenburg,242
1964,Rick Sortun,235
1964,Ed Mitchell,285
1964,Charlie Parker,245
1964,Chuck Hinton,235
1964,George Burman,255
1964,Len St. Jean,250
1964,Bob Young,270
1964,Jim Higgins,250
1964,Milt Sunde,250
1964,Bill Curry,235
1963,Ed Budde,265
1963,Bob Vogel,250
1963,Dave Behrman,260
1963,Daryl Sanders,250
1963,Bob Reynolds,265
1963,Ray Mansfield,250
1963,Steve Barnett,255
1963,Walt Rock,255
1963,Frank Lasky,265
1963,Dave Crossan,245
1963,Tony Liscio,264
1963,Don Estes,250
1963,Chuck Walton,253
1963,Dave Hill,260
1963,Don Chuy,260
1963,Dan Grimm,245
1963,Walt Sweeney,256
1963,Dave Herman,255
1963,Dave Watson,245
1963,Winston Hill,270
1963,Ray Schoenke,250
1963,Ed Adamchik,235
1963,Dave O'Brien,247
1963,Staley Faulkner,245
1963,Jim Simon,240
1963,Lane Howell,257
1963,Bill Frank,255
1963,Lucien Reeberg,285
1962,Fate Echols,258
1962,Irv Goode,255
1962,Joe Carollo,265
1962,Clyde Brock,268
1962,Pete Case,245
1962,Ed Blaine,240
1962,Dan Sullivan,250
1962,Billy Neighbors,250
1962,John Lomakoski,250
1962,Jim Cadile,240
1962,Bill Byrne,240
1962,Bookie Bolin,240
1962,Larry Bowie,245
1962,Bill Winter,220
1962,John Sutro,245
1962,Jim Perkins,250
1962,Bill Kirchiro,235
1962,Ken Byers,240
1962,Bob Butler,230
1962,Reed Bohovich,260
1962,Jim Skaggs,250
1962,Marv Marinovich,250
1962,Bill Diamond,240
1962,Tom Goosby,235
1962,Bucky Wegener,245
1962,Dennis Biodrowski,250
1962,Sonny Bishop,245
1962,Fred Gillett,225
1961,Ken Rice,240
1961,Tom Gilburg,245
1961,Dan LaRose,250
1961,Bruce Tarbox,230
1961,Ed Nutting,246
1961,Stew Barber,250
1961,Dick Mills,240
1961,Don Oakes,255
1961,Charlie Cowan,264
1961,Dan Ficca,245
1961,John Brown,248
1961,Willie Hector,220
1961,Bob McCreary,256
1961,Greg Larson,250
1961,Mike Pyle,250
1961,Al Bemiller,243
1961,Don Talbert,255
1961,John Frongillo,255
1961,Leon Donohue,245
1961,Pete Nicklas,240
1961,Moses Gray,260
1961,Wayne Wolff,243
1961,Joe Scibelli,256
1961,Errol Linden,258
1961,Riley Mattson,252
1961,Frank Jackunas,225
1961,John Denvir,245
1961,Ernie McMillan,275
1961,Ken Petersen,235
1961,Billy Shaw,258
1961,Jim Tyrer,280
1961,Ernie Wright,270
1961,Wayne Frazier,245
1961,Roger Shoals,260
1961,Tom Goode,245
1961,Jim Brewington,280
1961,Lynn Hoyem,244
1961,Leo Reed,240
1960,Roger Davis,240
1960,Ron Mix,250
1960,Harold Olson,255
1960,Mike McGee,230
1960,Mike Magac,240
1960,Marvin Terrell,235
1960,Bob Scholtz,250
1960,Charley Ellzey,240
1960,Curt Merz,267
1960,Vince Promuto,245
1960,Len Rohde,247
1960,Bob Khayat,230
1960,Bob Yates,240
1960,Fred Hageman,242
1960,Grady Alderman,247
1960,Ernie Barnes,247
1960,Paul Oglesby,235
1960,Stan Fanning,270
1960,Tom Budrewicz,245
1960,Dave Graham,250
1960,Bob DeMarco,248
1960,Jon Gilliam,240
1960,Bernie Darre,230
1960,Jim Boeke,255
1959,Dan James,262
1959,J.D. Smith,250
1959,Mike Rabold,239
1959,Dick Schafrath,253
1959,Fran O'Brien,253
1959,Monte Clark,265
1959,Bob Grottkau,228
1959,Bob Wetoska,240
1959,John Wooten,235
1959,Andy Cvercko,243
1959,Ellison Kelly,235
1959,Mac Lewis,290
1959,Fred Cole,226
1959,Palmer Pyle,247
1959,Don Rogers,240
1959,Willie Smith,255
1959,Howard Keys,239
1959,Ron Stehouwer,230
1959,Mike Connelly,247
1959,Bill Lopasky,235
1959,George McGee,255
1959,Dan McGrew,250
1959,Dale Memmelaar,247
1959,Alex Kroll,230
1959,Larry Baker,240
1958,Jim McCusker,246
1958,Proverb Jacobs,258
1958,Frank Youso,257
1958,Billy Krisher,233
1958,Buzz Guy,248
1958,Jerry Kramer,245
1958,Ken Gray,245
1958,Bill Striegel,235
1958,Karl Koepfer,230
1958,Phil Blazer,235
1958,Gene Selawski,252
1958,Darrell Dess,243
1958,Hogan Wharton,250
1958,Bob Schmidt,248
1958,Bill Lapham,238
1958,Jack Davis,225
1958,Jerry Cornelison,250
1958,John Wittenborn,238
1958,Ron Sabal,245
1957,Jim Parker,273
1957,Bill Michael,240
1957,Sam DeLuca,250
1957,John Gordy,248
1957,Dalton Truax,236
1957,Carl Vereen,247
1957,Mike Sandusky,231
1957,Joe Amstutz,264
1957,John Nisby,235
1957,Ken Russell,252
1957,Gene Hickerson,248
1957,Jerry Leahy,220
1957,Jerry DeLucca,247
1957,George Belotti,250
1957,Roy Hord,244
1957,Don Gillis,245
1957,Charlie Bradshaw,255
1957,Galen Laack,230
1957,Byron Beams,248
1957,John Simerson,257
1957,Ed Voytek,235
1957,John Thomas,246
1957,Chuck Muelhaupt,230
1957,Gene Cockrell,247
1956,Bruce Bosley,241
1956,Frank D'Agostino,245
1956,Norm Masters,249
1956,Forrest Gregg,249
1956,Jim Taylor,232
1956,Dick Murley,247
1956,John Mellekas,255
1956,Fuzzy Thurston,247
1956,Bob Skoronski,249
1956,Bob Lusk,222
1956,Tony Sardisco,226
1956,John Dittrich,236
1956,Sherman Plunkett,290
1956,Bob Konovsky,246
1956,Dave Lunceford,240
1956,Dick Klawitter,270
1956,Tom Dimmick,253
1956,Mike Hudock,245
1956,R.B. Nunnery,275
1956,Steve Myhra,237
1956,John McMullan,245
1956,Milt Graham,235
1956,Jack Klotz,260
1956,Ray Lemek,238
1956,Mike Falls,240
1956,Jerry Huth,226
1956,John Morrow,244
1955,Frank Varrichione,234
1955,Dick Szymanski,233
1955,Sid Fournet,235
1955,Frank Morze,270
1955,Buck Lansford,232
1955,Jim Salsbury,233
1955,Tom Feamster,260
1955,Fred Broussard,235
1955,George Preas,244
1955,Hank Bullough,230
1955,Eldred Kraemer,225
1955,Bud Brooks,210
1955,Norm Amundsen,245
1955,Ron Marciniak,218
1955,Johnny Allen,224
1955,Johnny Miller,253
1955,Lou Palatella,230
1955,John Damore,228
1955,Ed Nickla,240
1955,Fred Robinson,242
1955,George Atkins,210
1955,Walt Houston,217
1955,Abe Cohen,230
1955,Dick Klein,254
1954,Art Hunter,245
1954,Ed Beatty,229
1954,John Bauer,235
1954,Jim Schrader,244
1954,Menil Mavraides,235
1954,Earl Putman,308
1954,Bob Hantla,230
1954,Jim Ray Smith,241
1954,Ken Panfil,262
1954,Ted Connolly,240
1954,Donald Goss,260
1954,Donald Chelf,235
1954,Alex Sandusky,235
1954,Walt Cudzik,231
1954,Ledio Fanucchi,225
1954,Herman Lee,244
1954,Bob Mischak,237
1954,Glenn Holtzman,250
1954,Ron Hansen,220
1953,Harley Sewell,230
1953,George Morris,220
1953,Bob St. Clair,263
1953,Bob Fry,235
1953,Gene Donaldson,215
1953,Don Boll,270
1953,Everett Douglas,240
1953,George Mrkonic,225
1953,Charlie Ane,260
1953,Jack Little,235
1953,Bob Gaona,243
1953,Stan Jones,252
1953,Hal Miller,230
1953,Kline Gilbert,233
1953,Tom Higgins,230
1953,Don Steinbrunner,220
1953,Ollie Spencer,245
1953,Jim Ringo,232
1953,Jerry Watford,205
1953,Doug Hogland,245
1953,Pete Brown,210
1953,Buzz Nutter,230
1953,Joe Matesic,250
1953,Larry Strickland,248
1953,Dave Suminski,230
1953,Bob O'Neil,229
1953,Ralph Jecha,235
1953,Johnny Hatley,249
1953,Jack Ellena,225
1953,John Michels,200
1953,Rosey Brown,255
1953,Joe Ramona,210
1953,Lou Tepe,208
1953,Al Barry,238
1952,Ray Beck,224
1952,Lum Snyder,228
1952,Herman Clark,256
1952,Dick Fugler,238
1952,Jim Clark,230
1952,Robert Patton,226
1952,Duane Putnam,228
1952,Burt Delavan,236
1952,Jerry Smith,230
1952,Billy Shipp,275
1952,Herschel Forester,230
1952,Jim Lansford,235
1952,Maury Nipp,219
1952,Bobby Cross,240
1952,Steve Dowden,235
1952,Jack Spinks,236
1952,Keith Flowers,211
1952,Dick Logan,228
1952,Marv McFadden,223
1952,Hal Mitchell,225
1952,Steve Ruzich,228
1952,Joe Moss,221
1952,Mike Mergen,245
1952,Pete Ladygo,218
1952,Marv Berschet,220
1952,Stan Campbell,226
1952,Ed Listopad,230
1952,Red Stephens,230
1952,Ken Barfield,238
1952,Joe Tyrrell,215
1952,Bob Kelley,232
1952,Gerry Perry,237
1951,Dick Stanfel,236
1951,Ken Jackson,236
1951,Mike McCormack,246
1951,Bob Moser,240
1951,Lynn Lynch,225
1951,Dick Steere,240
1951,Tony Momsen,215
1951,Jack Stroud,235
1951,Ken Farragut,240
1951,Herb Hannah,220
1951,Dan Rogas,230
1951,Larry Lauer,232
1951,Nick Feher,224
1951,Wayne Siegert,225
1951,Dave Sparks,229
1951,Joe Skibinski,245
1951,Dick Afflis,251
1951,Dick Daugherty,219
1951,Buddy Brown,220
1951,Bill Albright,233
1951,Dick Yelvington,232
1951,Chet Lagod,220
1951,Quincy Armstrong,230
1951,Ken Huxhold,226
1951,Bruce Womack,210
1951,Roscoe Hansen,215
1950,Joe Watson,235
1950,John Sandusky,251
1950,Jack Jennings,245
1950,Don Campora,268
1950,Jim Martin,227
1950,George Hughes,225
1950,Bill Murray,240
1950,Harry Ulinski,229
1950,Jack Halliday,238
1950,Lou Allen,215
1950,Floyd Jaszewski,230
1950,Gene Pepper,239
1950,Willie Manley,218
1950,Jerry Houghton,226
1950,Ed Bagdon,204
1950,John Hock,230
1950,Harley Dow,220
1950,Ray Wietecha,225
1950,Art Spinney,230
1950,Dave Stephenson,232
1950,Charlie Shaw,220
1950,Ed Bradley,212
1950,Jim Cullom,235
1950,Bobby Collier,230
1950,Gus Cifelli,244
1950,Cas Witucki,245
1950,Dick Tomlinson,205
1950,Jim Lipinski,238
1950,Charlie Toogood,232
1950,Hamp Tanner,280
1950,Bill Lange,239
1949,Bill Fischer,248
1949,Laurie Niemi,251
1949,Bill Walsh,230
1949,Len Szafaryn,226
1949,Abe Gibron,243
1949,George Brown,222
1949,Bill Wightkin,235
1949,Joe Soboleski,213
1949,Jon Jenkins,225
1949,Homer Hobbs,210
1949,Al Russas,210
1949,Bill Austin,223
1949,Bob Pifferini,210
1949,Ken Cooper,205
1949,Joe Morgan,245
1949,Warren Beson,205
1949,Herb Siegert,216
1949,Frank Gaul,200
1949,Oliver Fletcher,210
1949,John Schweder,224
1948,Vaughn Mancha,230
1948,John Nolan,232
1948,Dub Garrett,235
1948,Bill Smith,250
1948,Knox Ramsey,216
1948,John Wozniak,218
1948,Bill Erickson,210
1948,Larry Olsonoski,214
1948,Howard Duncan,225
1948,Jay Rhodemyre,210
1948,Buddy Tinsley,245
1948,Ralph Hutchinson,220
1948,Martin Wendell,215
1948,Jim Cooper,205
1948,Ed Royston,220
1948,Mike Katrishen,214
1948,Glenn Johnson,263
1948,Ray Richeson,235
1948,Fred Land,220
1948,George Roman,242
1948,Clayton Lane,215
1948,George Petrovich,225
1948,Jim Spruill,225
1948,Pete Barbolak,235
1948,Herb St. John,215
1948,Joel Williams,220
1948,Ray Yagiello,220
1948,Walter McCormick,215
1948,Dick Wedel,205
1948,Lou Creekmur,246
1948,Don Corbitt,224
1948,Ed Kelley,230
1948,Art Statuto,221
1947,Fritz Barzilauskas,230
1947,Tex Coulter,250
1947,Jim Kekeris,257
1947,John Rapacz,252
1947,John Mastrangelo,228
1947,Carroll Vogelaar,253
1947,Frank Wydo,225
1947,George Savitsky,244
1947,Buddy Burris,215
1947,Nelson Greene,235
1947,Bernie Gallagher,234
1947,Mike Garzoni,218
1947,Bob Davis,235
1947,Harlan Wetz,265
1947,Ed Grain,230
1947,Bill Gray,210
1947,Bryant Meeks,193
1947,Hank Harris,265
1947,Al Satterfield,225
1947,Bob Leonetti,230
1947,Ernie Williamson,245
1947,Alex Sidorik,248
1947,Walt Vezmar,235
1947,Bill Hachten,210
1947,Red Moore,248
1947,Weldon Edwards,225
1947,Denny Crawford,190
1947,Reed Nilsen,230
1947,Marion Shirley,260
1947,Hubert Shurtz,235
1947,Bill Cregar,195
1947,Ed Champagne,236
1947,T.J. Campion,235
1947,Brad Ecklund,215
1947,Leon McLaughlin,228
1947,Charlie Elliott,240
1947,Joe Haynes,225
1947,Lou Levanti,215
1947,Ralph Stewart,205
1947,Odell Stautzenberger,218
1947,Bob David,219
1947,Ralph Sazio,250
1947,Jim Hunnicutt,175
1947,Tom Rodgers,248
1947,Bernie Winkler,232
1947,Hal Dean,205
1947,Bob Callahan,205
1947,Bill Schuler,215
1946,George Connor,240
1946,Elmer Jones,224
1946,Bob McClure,224
1946,Russ Thomas,237
1946,Hamilton Nichols,209
1946,Paul Duke,210
1946,Felto Prewitt,207
1946,Ed Mieszkowski,220
1946,Pete Berezney,240
1946,Bob Hendren,244
1946,Jim Lecture,220
1946,Jake Colhouer,225
1946,Joe Signaigo,220
1946,Dick Loepfe,230
1946,George Strohmeyer,205
1946,Homer Paine,235
1946,John Kerns,245
1946,Ray Evans,225
1946,Ted Hazelwood,235
1946,Gasper Urban,215
1946,Howie Brown,215
1946,Jack Simmons,236
1946,Mike Karmazin,210
1946,Visco Grgich,217
1946,Ed Stacco,261
1946,Al Sparlis,185
1945,Frank Szymanski,225
1945,Jack Dugger,230
1945,Tom Dean,247
1945,Mike Lazetich,211
1945,Damon Tassos,225
1945,John Adams,242
1945,Bob Dobelstein,214
1945,Steve Enich,210
1945,Don Deeks,238
1945,Roger Harding,217
1945,Forrest Masterson,246
1945,Dick Barwegen,227
1945,Ziggy Czarobski,230
1945,Fred Negus,208
1945,Glen Burgeis,218
1945,John Steber,225
1945,Ellis Jones,190
1945,Dick Huffman,255
1945,Art Brandau,210
1945,Herb Coleman,200
1945,Joe Winkler,200
1945,Mike Kasap,255
1945,Bill Chambers,230
1945,Solon Barnett,235
1945,Frank Mattioli,210
1945,Jim Little,200
1945,Quentin Klenk,225
1945,Jim Landrigan,235
1945,Bruno Niedziela,225
1945,Joe Spencer,239
1945,Ed Jeffers,215
1945,Jack Kramer,220
1945,Walt Stickel,247
1945,John Magee,220
1945,Luke Higgins,210
1945,Russ Morrow,210
1945,Lloyd Baxter,210
1945,Bob Ivory,212
1945,Don Talcott,235
1945,Glen Stough,240
1945,Garland Williams,220
1945,John Morelli,191
1945,John Kondrla,195
1945,Don Nolander,210
1945,George Groves,195
1944,Merv Pregulman,215
1944,Earl Audet,252
1944,Gil Bouley,235
1944,John Tavener,225
1944,Rudy Sikich,220
1944,Art McCaffray,190
1944,Herb Kane,220
1944,Bill Blackburn,228
1944,C.B. Stanley,225
1944,Paul Briggs,248
1944,Jack Sachse,210
1944,George Titus,185
1944,Mitch Olenski,222
1944,John Sanchez,239
1944,Fred Boensch,228
1944,Tex Warrington,210
1944,Lou Saban,202
1944,John Perko,225
1944,Carl Grate,215
1944,Lin Houston,213
1944,Carl Buda,220
1944,Jim Wright,222
1944,Bert Corley,210
1944,Mel Maceau,203
1944,John Maskas,212
1944,Jack Carpenter,240
1944,Ted Ossowski,218
1944,Clyde Ehrhardt,232
1944,Barry French,225
1944,George Doherty,218
1944,Joe Yackanich,205
1944,Alex Kapter,205
1944,Jim Cox,208
1944,Jack Baldwin,223
1944,Earl Klapstein,220
1944,Ed Eiden,205
1944,Jim Smith,270
1944,Bob Zimny,233
1944,Nick Daukas,225
1944,Robert Derleth,230
1944,Ralph Calcagni,230
1943,Dick Wildung,221
1943,Fred Naumetz,222
1943,Joe Domnanovich,213
1943,Chuck Taylor,205
1943,Lloyd Wickett,208
1943,Al Wistert,214
1943,George Hecht,235
1943,Clyde Johnson,269
1943,Jim Jones,175
1943,Bruno Banducci,216
1943,Harvey Johnson,212
1943,Al Klug,215
1943,Lou Sossamon,207
1943,Stan Mauldin,225
1943,John Matisi,221
1943,Lou Palazzi,198
1943,Milt Vucinich,215
1943,Lou Rymkus,231
1943,Bill Godwin,241
1943,Larry Visnic,190
1943,Les Gatewood,198
1943,Tony Leon,203
1943,Rocco Canale,240
1943,Norm Verry,240
1943,Zuehl Conoly,227
1943,Vic Schleich,240
1943,Bill Piccolo,185
1943,John Billman,202
1943,Joe Sabasteanski,207
1943,Al Wukits,218
1943,George Perpich,223
1943,Bob Kolesar,200
1943,Joe Repko,236
1943,Tom Alberghini,200
1943,Buster Ramsey,219
1943,Loyd Arms,215
1943,Oscar Britt,193
1943,Floyd Rhea,218
1943,Bill Campbell,195
1943,Nick Skorich,197
1943,Pat Preston,216
1943,Bob Friedman,215
1943,Clarence Booth,223
1943,Ray Bucek,186
1943,Eddie Forrest,210
1943,Bap Manzini,195
1943,Lloyd Wasserbach,205
1943,Bill Johnson,210
1943,Jug Bennett,188
1943,Bill Remington,185
1943,Weldon Humble,221
1943,Gene Lee,226
1943,Joe Cibulas,220
1943,Roman Bentz,230
1943,Ed McNamara,225
1943,Jack Freeman,198
1943,Jack Durishan,230
1943,Johnny Jaffurs,200
1942,Bobby Robertson,185
1942,Urban Odson,251
1942,Vic Lindskog,203
1942,Roger Eason,227
1942,Ray Frankowski,223
1942,Len Levy,256
1942,Vince Banonis,230
1942,Ernie Blandin,248
1942,Bob Reinhard,234
1942,Joe Zeno,234
1942,Al Blozis,250
1942,Martin Ruby,249
1942,Harley McCollum,245
1942,Joe Krivonak,230
1942,Rupe Thornton,205
1942,Bob Jeffries,206
1942,Bill Halverson,242
1942,Tom Kearns,247
1942,Ray Graves,205
1942,Bob deLauer,218
1942,Al DeMao,214
1942,Jim Daniell,230
1942,Tony Arena,200
1942,Art Deremer,208
1942,Clure Mosher,215
1942,John Wyhonic,213
1942,Henry Gude,225
1942,Hubbard Law,210
1942,Marv Whited,208
1942,Buddy Jungmichel,200
1942,Garth Chamberlain,215
1942,George Watts,225
1942,George Speth,220
1942,Bob Ingalls,200
1942,Tiny Croft,287
1942,Al Couppee,225
1941,Rudy Mucha,236
1941,Chet Gladchuk,248
1941,Abe Shires,220
1941,Jay MacDowell,217
1941,Fred Davis,244
1941,Augie Lio,234
1941,Royal Kahler,226
1941,Ray Apolskis,206
1941,Vic Sears,223
1941,Robert Nelson,214
1941,Ray Frick,205
1941,Jim Stuart,212
1941,Bob Suffridge,205
1941,Marshall Robnett,205
1941,John Tripson,220
1941,Lou DeFilippo,230
1941,John Kuzman,232
1941,John Federovitch,263
1941,Fred Hartman,229
1941,Joseph Manzo,220
1941,Bill Kuusisto,228
1941,Len Younce,208
1941,Al Matuza,200
1941,Milt Simington,217
1941,Ben Sohn,230
1941,Hal Lahar,225
1941,Don Williams,210
1941,Ralph Fritz,202
1941,Ted Pavelec,218
1941,Jack Sommers,222
1941,Emil Uremovich,233
1941,Bernie Weiner,222
1941,George Kinard,202
1941,Joe Lokanc,205
1941,Alex Schibanoff,218
1941,Del Lyman,223
1941,John Eibner,228
1941,Mike Jurich,234
1941,Gordon Wilson,228
1941,Ernie Pannell,220
1941,Warren Alfson,198
1941,Bob Bjorklund,225
1941,Joe Ungerer,243
1941,Ken Whitlow,190
1940,Bulldog Turner,237
1940,John Schiechl,244
1940,Jack Haman,215
1940,Elbie Schultz,252
1940,Bobby Wood,230
1940,Clark Goff,225
1940,Walt Merrill,217
1940,Harry Smith,215
1940,Ed Kolman,232
1940,Frank Bykowski,205
1940,John Woudenberg,226
1940,Andy Chisick,207
1940,Ty Coon,215
1940,Len Akin,207
1940,Rex Williams,203
1940,Carl Nery,214
1940,Win Pedersen,223
1940,Art Jocher,207
1940,Wilfred Thorpe,205
1940,Bill Davis,234
1940,Boyd Clay,220
1940,Lee Artoe,234
1940,Stan Andersen,218
1940,Rocco Pirro,226
1940,Shag Goolsby,198
1940,Ed McGee,224
1940,Mike Gussie,204
1940,Jack Gregory,215
1940,Ralph Foster,230
1940,Johnny Hackenbruck,215
1940,Steve Andrako,210
1940,Ralph Stevenson,196
1940,Frank Ribar,190
1940,Monk Edwards,213
1940,Rupert Pate,205
1940,Luke Lindon,243
1939,Ki Aldrich,207
1939,Bob Haak,245
1939,Joe Mihal,234
1939,Charley Brock,207
1939,Zed Coston,222
1939,Steve Maronic,225
1939,Barney McGarry,203
1939,Ed Beinor,222
1939,Jerry Ginney,217
1939,Jerry Dowd,210
1939,Tony Ippolito,220
1939,Frank Twedell,220
1939,George Somers,253
1939,Bo Russell,223
1939,Paul Kell,217
1939,Steve Petro,195
1939,Lew Bostick,197
1939,Ray Bray,237
1939,Ray George,229
1939,Tom Roberts,215
1939,Paul Humphrey,210
1939,Tony Calvelli,189
1939,Jim Thomas,200
1939,Chet Adams,233
1939,Ralph Heikkinen,180
1939,Carl Kaplanoff,235
1939,Andy Sabados,209
1939,Allie White,212
1939,Steve Slivinski,214
1939,John Tosi,225
1939,Ben Friend,248
1939,Tom Greenfield,213
1939,Gil Duggan,229
1939,Dick Farman,219
1939,Ralph Niehaus,220
1939,Clyde Shugart,221
1939,Jack Sanders,219
1939,Frank Huffman,207
1939,Alex Atty,216
1939,Mike Kochel,195
1939,Tony Tonelli,210
1939,John Brennan,204
1939,Charlie Schultz,230
1939,Aldo Forte,213
1938,Alex Wojciechowicz,217
1938,Bruiser Kinard,216
1938,Vic Markov,215
1938,Gene Moore,205
1938,Tony Matisi,230
1938,Ed Franco,205
1938,Fred Shirey,223
1938,Ed Merlin,210
1938,Lou Midler,223
1938,Al Babartsky,225
1938,Gust Zarnas,220
1938,Red Chesbro,190
1938,Roy Young,215
1938,Frank Ramsey,240
1938,Clem Woltman,214
1938,Len Noyes,214
1938,Phil Ragazzo,216
1938,Ted Doyle,224
1938,Charles Ream,225
1938,Phil Dougherty,185
1938,John Mellus,214
1938,Mickey Parks,225
1938,Joe Maras,203
1938,Emmett Kriel,199
1938,Jim Sivell,205
1938,Al Hoptowit,217
1938,Bill Krause,210
1938,Pete Tinsley,205
1938,Doug Oldershaw,195
1938,Lou Mark,210
1938,Joe Kuharich,195
1938,Hank Bartos,220
1937,Ed Widseth,223
1937,Mike Basrak,220
1937,Tarzan White,217
1937,Averell Daniell,215
1937,Drew Ellis,215
1937,Jerry Dennerlein,235
1937,Dick Bassi,214
1937,Bud Svendsen,190
1937,John Wiatrak,220
1937,Ham Harmon,220
1937,Chuck Bond,236
1937,Bill Conkright,203
1937,John Golemgeske,225
1937,Del Bjork,218
1937,John Reynolds,185
1937,Kay Bell,220
1936,Joe Stydahar,233
1936,Russ Letlow,214
1936,Sid Wagner,192
1936,Art Lewis,226
1936,Eddie Michaels,205
1936,Wagner Jorgensen,215
1936,Verne Oech,207
1936,Darrell Lester,220
1936,Bob Reynolds,221
1936,Ed Karpowich,220
1936,Ross Carter,200
1936,Danny Fortmann,210
