year.draft,player,weight.lbs
2015,Brandon Scherff,320
2015,Ereck Flowers,324
2015,Andrus Peat,312
2015,Cameron Erving,308
2015,Cedric Ogbuehi,300
2015,D.J. Humphries,290
2015,Laken Tomlinson,323
2015,Donovan Smith,341
2015,Mitch Morse,305
2015,Jake Fisher,299
2015,Rob Havenstein,332
2015,Ty Sambrailo,309
2015,Ali Marpet,307
2015,Jeremiah Poutasi,322
2015,A.J. Cann,311
2015,Hroniss Grasu,297
2015,Jamon Brown,330
2015,John Miller,315
2015,Chaz Green,300
2015,Daryl Williams,334
2015,T.J. Clemmings,307
2015,Tre' Jackson,323
2015,Arie Kouandjio,318
2015,Jamil Douglas,307
2015,Andrew Donnal,305
2015,Jon Feliciano,335
2015,Terry Poole,307
2015,Shaq Mason,300
2015,Max Garcia,305
2015,Mark Glowinski,310
2015,Jarvis Harrison,344
2015,Robert Myers,326
2015,Tayo Fabuluje,353
2015,Tyrus Thompson,336
2015,Ian Silberman,294
2015,Andy Gallik,299
2015,Cody Wichmann,315
2015,Anthony Morris,290
2015,Austin Reiter,296
2015,Jake Rodgers,320
2015,Bobby Hart,336
2015,Austin Shepherd,324
2015,Corey Robinson,344
2015,Laurence Gibson,300
2015,Trenton Brown,376
2015,Denzell Goode,320
2014,Greg Robinson,332
2014,Jake Matthews,308
2014,Taylor Lewan,309
2014,Zack Martin,308
2014,Ja'Wuan James,311
2014,Xavier Su'a-Filo,307
2014,Joel Bitonio,302
2014,Weston Richburg,298
2014,Cyrus Kouandjio,322
2014,Jack Mewhort,309
2014,Justin Britt,325
2014,Morgan Moses,314
2014,Marcus Martin,320
2014,Travis Swanson,312
2014,Spencer Long,320
2014,Gabe Jackson,336
2014,Chris Watt,310
2014,Trai Turner,310
2014,Brandon Linder,311
2014,Michael Schofield,301
2014,Brandon Thomas,317
2014,Bryan Stork,315
2014,Russell Bodine,310
2014,Dakota Dozier,313
2014,Cameron Fleming,323
2014,Kadeem Edwards,313
2014,David Yankey,315
2014,Kevin Pamphile,310
2014,Cyril Richardson,329
2014,Corey Linsley,296
2014,Wesley Johnson,297
2014,John Urschel,313
2014,Jon Halapio,323
2014,Zach Fulton,316
2014,Garrett Scott,307
2014,Laurent Duvernay-Tardif,321
2014,Tavon Rooks,280
2014,Luke Bowanko,293
2014,Matt Paradis,306
2014,Mitchell Van Dyk,299
2014,Ulrick John,288
2014,Seantrel Henderson,331
2014,Charles Leno,303
2014,Demetrius Rhaney,301
2013,Eric Fisher,306
2013,Luke Joeckel,306
2013,Lane Johnson,303
2013,Jonathan Cooper,311
2013,Chance Warmack,317
2013,D.J. Fluker,339
2013,Justin Pugh,307
2013,Kyle Long,313
2013,Travis Frederick,312
2013,Menelik Watson,310
2013,Larry Warford,332
2013,Brian Winters,320
2013,Terron Armstead,306
2013,Dallas Thomas,306
2013,Hugh Thornton,320
2013,Brian Schwenke,314
2013,David Bakhtiari,299
2013,Barrett Jones,306
2013,Earl Watford,300
2013,Khaled Holmes,302
2013,J.C. Tretter,307
2013,Oday Aboushi,308
2013,Tanner Hawkinson,298
2013,Jordan Mills,316
2013,Ricky Wagner,308
2013,Vinston Painter,306
2013,David Quessenberry,302
2013,William Campbell,311
2013,Jeff Baca,302
2013,Eric Herman,320
2013,Garrett Gilkey,318
2013,Reid Fragel,308
2013,T.J. Johnson,310
2012,Matt Kalil,306
2012,Riley Reiff,313
2012,David DeCastro,316
2012,Kevin Zeitler,315
2012,Mitchell Schwartz,317
2012,Amini Silatolu,312
2012,Cordy Glenn,345
2012,Jonathan Martin,300
2012,Jeff Allen,306
2012,Peter Konz,315
2012,Mike Adams,323
2012,Kelechi Osemele,333
2012,Josh LeRibeus,316
2012,Donald Stephenson,312
2012,Brandon Brooks,343
2012,Lamar Holmes,320
2012,Tony Bergstrom,315
2012,Gino Gradkowski,300
2012,Ben Jones,304
2012,Philip Blake,311
2012,Bobby Massie,316
2012,Joe Looney,309
2012,Brandon Mosley,314
2012,Adam Gettis,293
2012,Zebrie Sanders,320
2012,Johnnie Troutman,325
2012,Rokevious Watkins,338
2012,Senio Kelemete,307
2012,Dennis Kelly,304
2012,Ryan Miller,321
2012,Mark Asper,319
2012,Andrew Tiller,324
2012,Tom Compton,314
2012,Nick Mondek,304
2012,Jason Slowey,303
2012,Brandon Washington,320
2012,Matt McCants,308
2012,Robert Griffin,220
2012,Robert Griffin,330
2012,Justin Anderson,335
2012,Nate Potter,303
2012,David Molk,298
2012,Marcel Jones,320
2012,Andrew Datko,315
2012,Kelvin Beachum,303
2011,Tyron Smith,290
2011,Mike Pouncey,311
2011,Nate Solder,314
2011,Anthony Castonzo,305
2011,Danny Watkins,312
2011,James Carpenter,313
2011,Gabe Carimi,315
2011,Derek Sherrod,312
2011,Orlando Franklin,315
2011,Stefen Wisniewski,295
2011,Ben Ijalana,319
2011,Rodney Hudson,291
2011,Marcus Gilbert,329
2011,John Moffitt,314
2011,Will Rackley,306
2011,Jah Reid,327
2011,Joe Barksdale,313
2011,Clint Boling,310
2011,David Arkin,300
2011,James Brewer,323
2011,Chris Hairston,323
2011,Marcus Cannon,363
2011,Jason Pinkston,313
2011,Julian Vandervelde,301
2011,Daniel Kilgore,308
2011,Demarcus Love,315
2011,Brandon Fusco,302
2011,Byron Stingily,313
2011,Caleb Schlauderaff,305
2011,Jason Kelce,282
2011,Keith Williams,312
2011,Stephen Schilling,308
2011,Zachary Williams,309
2011,Johnny Culbreath,280
2011,Andrew Jackson,299
2011,Derek Newton,311
2011,Maurice Hurt,319
2011,Michael Person,299
2011,Lee Ziemba,317
2011,Bill Nagy,302
2010,Trent Williams,315
2010,Russell Okung,307
2010,Anthony Davis,323
2010,Mike Iupati,329
2010,Maurkice Pouncey,304
2010,Bryan Bulaga,315
2010,Rodger Saffold,312
2010,Zane Beadles,310
2010,Vlad Ducasse,326
2010,Charles Brown,284
2010,Jon Asamoah,304
2010,Jared Veldheer,322
2010,John Jerry,349
2010,J.D. Walton,299
2010,Shawn Lauvao,301
2010,Mike Johnson,301
2010,Bruce Campbell,310
2010,Joe Hawley,297
2010,Jason Fox,299
2010,Jacques McClendon,324
2010,Ed Wang,315
2010,Mitch Petrus,311
2010,Chris Scott,328
2010,Otis Hudson,320
2010,Matt Tennant,274
2010,Chris DeGeare,335
2010,Marshall Newhouse,326
2010,Sam Young,302
2010,Eric Olsen,301
2010,Shelley Smith,303
2010,Ramon Harewood,334
2010,Ted Larsen,307
2010,Thomas Welch,306
2010,J'Marcus Webb,335
2010,Reggie Stephens,320
2010,Selvish Capers,304
2009,Jason Smith,305
2009,Andre Smith,340
2009,Eugene Monroe,310
2009,Alex Mack,312
2009,Michael Oher,309
2009,Eric Wood,304
2009,Eben Britton,310
2009,Max Unger,299
2009,Andy Levitre,306
2009,Phil Loadholt,343
2009,Sebastian Vollmer,315
2009,Will Beatty,291
2009,Robert Brewster,310
2009,Antoine Caldwell,307
2009,Louis Vasquez,330
2009,Kraig Urbik,323
2009,Jonathan Luigs,303
2009,T.J. Lang,305
2009,Rich Ohrnberger,291
2009,Seth Olsen,300
2009,Tyronne Green,305
2009,Troy Kropog,316
2009,Colin Brown,325
2009,Xavier Fulton,302
2009,Garrett Reynolds,310
2009,Fenuki Tupou,314
2009,Jamon Meredith,289
2009,Duke Robinson,329
2009,Herman Johnson,364
2009,George Bussey,306
2009,Andrew Gardner,304
2009,Matt Slauson,320
2009,Jake Ingram,232
2009,Paul Fanaika,333
2009,Blake Schlueter,290
2009,A.Q. Shipley,290
2009,Lydon Murtha,310
2009,Jaimie Thomas,330
2009,Ryan Durand,303
2009,Lance Louis,303
2009,Trevor Canfield,307
2008,Jake Long,315
2008,Ryan Clady,316
2008,Chris Williams,320
2008,Branden Albert,315
2008,Gosder Cherilus,315
2008,Jeff Otah,340
2008,Sam Baker,308
2008,Duane Brown,318
2008,Chilo Rachal,315
2008,Mike Pollak,299
2008,John Greco,320
2008,Jeremy Zuttah,303
2008,Chad Rinehart,320
2008,Oniel Cousins,315
2008,Cody Wallace,290
2008,Kory Lichtensteiger,296
2008,Mike McGlynn,309
2008,Shawn Murphy,319
2008,Anthony Collins,308
2008,Tony Hills,305
2008,David Hale,300
2008,Josh Sitton,320
2008,Breno Giacomini,304
2008,Roy Schuening,308
2008,Carl Nicks,343
2008,Barry Richardson,330
2008,Mike Gibson,302
2008,John Sullivan,300
2008,Donald Thomas,295
2008,Steve Justice,289
2008,Nate Garner,319
2008,Demetress Bell,301
2008,Chester Adams,325
2008,Brandon Keith,343
2008,King Dunlap,310
2008,Corey Clark,305
2008,Jamey Richard,297
2008,Geoff Schwartz,332
2008,Kirk Barton,303
2008,Mackenzy Bernadeau,292
2007,Joe Thomas,311
2007,Levi Brown,323
2007,Joe Staley,306
2007,Ben Grubbs,311
2007,Arron Sears,319
2007,Justin Blalock,320
2007,Tony Ugoh,301
2007,Ryan Kalil,299
2007,Samson Satele,300
2007,James Marten,315
2007,Ryan Harris,299
2007,Marshal Yanda,307
2007,Andy Alleman,310
2007,Leroy Harris,298
2007,Manuel Ramirez,326
2007,Allen Barbre,303
2007,Doug Free,324
2007,Mansfield Wrotto,316
2007,Jermon Bushrod,315
2007,Josh Beekman,313
2007,Dustin Fry,315
2007,Uche Nwaneri,303
2007,Brandon Frye,302
2007,Clint Oldenburg,299
2007,Jacob Bender,316
2007,Kasey Studdard,299
2007,Adam Koets,298
2007,Herbert Taylor,282
2007,Corey Hilliard,315
2007,Michael Otto,308
2007,Dan Santucci,299
2007,Steve Vallos,297
2006,D'Brickashaw Ferguson,295
2006,Davin Joseph,305
2006,Nick Mangold,295
2006,Winston Justice,300
2006,Deuce Lutui,340
2006,Daryn Colledge,300
2006,Marcus McNeill,335
2006,Ryan Cook,325
2006,Andrew Whitworth,325
2006,Chris Chester,300
2006,Jeremy Trueblood,315
2006,Charles Spencer,340
2006,Eric Winston,305
2006,Paul McQuistan,305
2006,Jason Spitz,310
2006,Rashad Butler,286
2006,Max Jean-Gilles,355
2006,Jahri Evans,316
2006,Isaac Sowells,325
2006,Rob Sims,320
2006,Willie Colon,320
2006,Ryan O'Callaghan,345
2006,Quinn Ojinnaka,309
2006,Jonathan Scott,310
2006,Brad Butler,310
2006,Chris Kuper,320
2006,Michael Toudouze,302
2006,Tony Moll,285
2006,Kevin Boothe,300
2006,Tre Stallings,315
2006,Jeromey Clary,304
2006,Charlie Johnson,302
2006,Zach Strief,349
2006,Pat McQuistan,315
2006,Chris Morris,299
2006,Terrance Pennington,325
2006,Will Montgomery,300
2006,Mark Setterstrom,315
2006,Tony Palmer,344
2006,Aaron Merz,346
2005,Jammal Brown,313
2005,Alex Barron,320
2005,Chris Spencer,309
2005,Logan Mankins,307
2005,David Baas,319
2005,Michael Roos,320
2005,Marcus Johnson,321
2005,Khalif Barnes,305
2005,Adam Terry,330
2005,Evan Mathis,304
2005,Richie Incognito,305
2005,Trai Essex,324
2005,Adam Snyder,316
2005,Nick Kaczur,319
2005,Ray Willis,327
2005,Dan Buenning,320
2005,Elton Brown,329
2005,David Stewart,318
2005,Eric Ghiaciuc,302
2005,Duke Preston,311
2005,Jason Brown,313
2005,Todd Herremans,321
2005,Dylan Gandy,300
2005,Claude Terrell,343
2005,Junius Coston,317
2005,Daniel Loper,320
2005,Drew Hodgdon,309
2005,Anthony Alabi,315
2005,Frank Omiyale,310
2005,Wesley Britt,314
2005,Geoff Hangartner,301
2005,Scott Young,312
2005,Wes Sims,317
2005,Will Svitek,301
2005,Justin Geisinger,322
2005,Chris Myers,300
2005,Chris Kemoeatu,344
2005,Joe Berger,303
2005,Rob Petitti,347
2005,Scott Mruczkowski,321
2005,Will Whitticker,338
2005,Doug Nienhuis,307
2004,Robert Gallery,325
2004,Shawn Andrews,340
2004,Vernon Carey,335
2004,Chris Snee,314
2004,Jake Grove,300
2004,Justin Smiley,300
2004,Jacob Rogers,305
2004,Nick Hardwick,295
2004,Max Starks,337
2004,Stephen Peterman,318
2004,Sean Locklear,301
2004,Travelle Wharton,312
2004,Alex Stepanovich,300
2004,Nat Dorsey,324
2004,Stacy Andrews,342
2004,Trey Darilek,310
2004,Adrian Jones,296
2004,Jacob Bell,300
2004,Jake Scott,283
2004,Jeb Terry,311
2004,Nick Leckey,298
2004,Kelly Butler,290
2004,Rex Hadnot,323
2004,Kirk Chambers,307
2004,Jim Molinaro,310
2004,Dylan McFarland,290
2004,Shane Olivea,312
2004,Adrien Clarke,330
2004,Kevin Sampson,308
2004,Larry Turner,290
2004,Eugene Amano,315
2004,Brian Rimpf,318
2004,Scott Wells,300
2003,Jordan Gross,300
2003,George Foster,338
2003,Jeff Faine,303
2003,Kwame Harris,310
2003,Eric Steinbach,297
2003,Jon Stinchcomb,302
2003,Al Johnson,305
2003,Bruce Nelson,301
2003,Vince Manuwai,312
2003,Wayne Hunter,303
2003,Seth Wand,327
2003,Wade Smith,300
2003,Courtney Van Buren,350
2003,Derrick Dockery,345
2003,Taylor Whitley,315
2003,Montrae Holland,322
2003,Brett Williams,321
2003,Steve Sciullo,330
2003,Austin King,303
2003,Ryan Pontbriand,255
2003,Ben Sobieski,315
2003,Jordan Black,314
2003,Ben Claxton,301
2003,David Diehl,315
2003,Dan Koppen,296
2003,Sean Mahan,301
2003,Tony Pashos,337
2003,Reggie Wells,320
2003,Scott Tercero,303
2003,Jeremy Bridges,301
2003,Makoa Freitas,307
2003,Scott Kooistra,320
2003,Todd Williams,330
2003,Dave Yovanovits,294
2003,Wayne Lucier,300
2003,Bryan Anderson,320
2002,Mike Williams,370
2002,Bryant McKinnie,335
2002,Levi Jones,310
2002,Marc Colombo,320
2002,Kendall Simmons,313
2002,Andre Gurode,314
2002,Toniu Fonoti,349
2002,Mike Pearson,297
2002,LeCharles Bentley,313
2002,Chester Pitts,323
2002,Langston Walker,345
2002,Fred Weary,308
2002,Melvin Fowler,310
2002,Jeff Hatch,305
2002,Seth McKinney,305
2002,Terrence Metcalf,325
2002,Martin Bibla,306
2002,Scott Peters,300
2002,Jonathan Goodwin,318
2002,Matt Hill,304
2002,Tyson Walter,303
2002,Justin Hartwig,305
2002,Mike Houghton,315
2002,Mike Pucillo,311
2002,Chad Beasley,300
2002,Joaquin Gonzalez,310
2002,Jeff Grau,257
2002,Eric Heitmann,305
2002,Kevin Shaffer,290
2002,Kyle Kosier,305
2002,Victor Rogers,331
2001,Leonard Davis,375
2001,Kenyatta Walker,302
2001,Steve Hutchinson,313
2001,Jeff Backus,305
2001,Maurice Williams,310
2001,Matt Light,305
2001,Dominic Raiola,295
2001,Mike Gandy,310
2001,Kareem McKenzie,327
2001,Casey Rabach,301
2001,Jonas Jennings,325
2001,Kenyatta Jones,307
2001,Roberto Garza,296
2001,Bill Ferrario,315
2001,Mathias Nkwenti,300
2001,Ben Hamilton,283
2001,Ryan Diem,331
2001,Floyd Womack,333
2001,Victor Leyva,315
2001,Matt Lehr,300
2001,Bernard Robertson,310
2001,Marques Sullivan,325
2001,Chukky Okobi,310
2001,Russ Hochstein,305
2001,Brandon Winey,315
2001,Alex Sulfsted,320
2001,Joe Maese,241
2001,Adam Haayer,311
2001,Brandon Gorin,308
2001,Paul Zukauskas,320
2001,Louis Williams,291
2001,Tupe Peko,305
2001,Kynan Forney,307
2001,Rick DeMulling,304
2001,Dennis Norman,312
2001,Char-ron Dorsey,367
2000,Chris Samuels,310
2000,Stockar McDougle,335
2000,Chris McIntosh,315
2000,Travis Claridge,300
2000,Marvel Smith,321
2000,Chad Clifton,330
2000,Adrian Klemm,310
2000,Cosey Coleman,322
2000,Todd Wade,315
2000,Brad Meester,300
2000,Bobbie Williams,340
2000,Leander Jordan,322
2000,Damion McIntosh,325
2000,John St. Clair,320
2000,Michael Thompson,295
2000,Cooper Carlisle,295
2000,Greg Randall,322
2000,Michael Moore,318
2000,Tutan Reyes,310
2000,Jeno James,310
2000,Darnell Alford,328
2000,Brad Bedell,306
2000,Jason Thomas,300
2000,Mark Tauscher,320
2000,Kevin Houser,250
2000,Wes Shivers,298
2000,Lewis Kelly,306
1999,John Tait,315
1999,Damien Woody,320
1999,Matt Stinchcomb,315
1999,Luke Petitgout,310
1999,L.J. Shelton,335
1999,Aaron Gibson,375
1999,Chris Terry,295
1999,Jon Jansen,305
1999,Solomon Page,325
1999,Randy Thomas,306
1999,Lennie Friedman,283
1999,Doug Brzezinski,305
1999,Rex Tucker,315
1999,Grey Ruegamer,310
1999,Kris Farris,318
1999,Zach Piller,321
1999,David Loverne,303
1999,John Welbourn,310
1999,Edwin Mulitalo,345
