x,y
53.8815367264149,411.436319810874
-219.24469668437,243.552532150571
-216.749025691947,228.528592776184
-244.301233448298,253.585129540112
-246.821861150645,276.145995311617
-196.708787622789,318.722142442355
186.676190233249,248.568830845342
26.3043722601395,411.436319810874
-186.676190233249,180.911190240751
244.301233448298,241.056861158148
226.756666371564,233.544891470954
103.994610254271,376.372142367329
-231.772965066334,243.552532150571
-244.301233448298,248.568830845342
-78.938073490343,356.331904298171
211.732726997177,273.62536760927
124.034848323428,351.315605603401
53.8815367264149,301.202532075545
-81.433744482766,411.436319810874
-211.732726997177,263.617726929653
-201.700129607636,266.113397922076
216.749025691947,271.129696616847
91.466341872307,391.396081741716
221.765324386718,258.601428234883
-224.260995379141,246.073159852919
221.765324386718,223.512294081414
-174.147921851285,153.3589824844
-86.4500431775365,411.436319810874
-211.732726997177,190.943787630292
-93.9620128647301,408.940648818451
106.490281246694,391.396081741716
-169.131623156514,178.415519248328
174.147921851285,195.960086325063
-136.563116705393,338.787337221437
119.018549628658,333.771038526667
-58.8728787112612,256.080800532535
151.58705607978,208.488354707027
-239.284934753528,283.657964998811
86.4500431775364,343.803635916207
6.26413419098202,426.485215895185
239.284934753528,213.504653401797
244.301233448298,223.512294081414
-73.9217747955725,80.6850431850391
-141.579415400163,125.806774728049
101.473982551924,378.867813359752
-83.9294154751891,346.299306908631
146.570757385009,301.202532075545
194.188159920442,210.98402569945
-76.4174457879956,276.145995311617
-26.3043722601396,408.940648818451
-211.732726997177,308.714501762739
-239.284934753528,258.601428234883
139.058787697816,291.169934686004
-108.985952239117,226.032921783761
194.188159920442,273.62536760927
-219.24469668437,221.016623088991
83.9294154751891,398.90805142891
106.490281246694,381.3884410621
6.26413419098201,431.501514589956
-121.514220621081,195.960086325062
-91.466341872307,321.242770144703
116.522878636235,378.867813359752
-43.848939336874,403.92435012368
206.716428302406,261.097099227306
-206.716428302406,278.64166630404
221.765324386718,241.056861158148
-119.018549628658,216.00032439422
-106.490281246694,348.794977901054
-226.756666371564,236.040562463378
134.042489003045,326.259068839473
-214.2283979896,218.495995386643
124.034848323429,383.884112054523
231.772965066334,236.040562463378
-129.051147018199,388.900410749293
78.9380734903429,296.186233380775
-144.075086392586,150.863311491977
166.635952164091,210.98402569945
-216.749025691947,246.073159852919
-36.3369696496805,406.444977826028
-111.506579941465,241.056861158148
-28.8249999624869,378.867813359752
-181.659891538478,175.919848255905
241.805562455875,256.080800532535
111.506579941465,381.388441062099
-216.749025691947,208.488354707027
-83.9294154751891,361.323246283018
194.188159920442,271.129696616847
219.24469668437,251.089458547689
58.8728787112612,296.186233380775
-194.188159920442,190.943787630292
-194.188159920442,183.431817943098
161.619653469321,301.202532075545
-101.473982551924,383.884112054523
-114.002250933888,283.657964998811
-234.293592768681,241.056861158148
-221.765324386717,233.544891470955
-86.4500431775365,301.202532075545
103.994610254271,256.080800532535
-236.789263761105,236.040562463378
189.171861225672,168.382921858787
229.277294073911,316.226471449932
199.204458615213,208.488354707027
-194.188159920442,218.495995386643
-169.131623156514,328.754739831896
224.260995379141,228.528592776184
151.58705607978,313.730800457509
209.237056004753,243.552532150571
-151.58705607978,223.512294081414
-171.652250858861,208.488354707027
3.76846319855891,363.843873985365
-189.171861225672,233.544891470955
206.716428302406,228.528592776184
-191.692488928019,198.455757317486
11.2804328857525,378.867813359752
-209.237056004753,221.016623088991
-199.204458615213,248.568830845342
-81.433744482766,273.62536760927
186.676190233249,223.512294081414
-204.220757309983,216.00032439422
-136.563116705393,153.3589824844
214.2283979896,288.674263693581
-91.4663418723069,366.339544977788
8.75980518340507,396.412380436487
66.4098051083789,378.867813359752
-209.237056004753,283.657964998811
209.237056004753,223.512294081414
159.123982476897,263.617726929653
-164.115324461744,175.919848255905
-214.2283979896,213.504653401797
-194.188159920442,296.186233380775
-156.60335477455,208.488354707027
114.002250933888,223.512294081414
194.188159920442,296.186233380775
73.9217747955725,393.916709444064
124.034848323429,118.269848330931
-28.8249999624869,273.62536760927
-226.756666371564,231.024263768607
-144.075086392586,341.28300821386
-211.732726997177,256.080800532535
126.530519315852,323.738441137126
-219.24469668437,271.129696616847
179.164220546055,288.674263693581
-216.749025691947,248.568830845342
199.204458615213,248.568830845342
-234.293592768682,238.561190165725
-229.277294073911,253.585129540112
-101.473982551924,378.867813359752
-236.789263761105,251.089458547689
221.765324386718,241.056861158148
184.180519240825,200.976385019833
-131.546818010622,190.943787630292
-86.4500431775365,343.803635916207
209.237056004753,216.00032439422
231.772965066334,226.032921783761
-111.506579941465,361.323246283018
146.570757385009,140.830714102436
236.789263761105,258.601428234883
-131.546818010622,343.803635916207
-144.075086392586,93.2133115670031
196.708787622789,296.186233380775
179.164220546055,318.722142442355
-103.994610254271,356.331904298172
-116.522878636235,216.00032439422
-86.4500431775365,376.372142367329
211.732726997177,226.032921783761
86.4500431775365,311.210172755162
-194.188159920442,183.431817943098
-136.563116705393,251.089458547689
-194.188159920442,293.665605678427
